detour_error,direction_error,endpoint_error,eval,feature_loss,feature_rmse,flow_boundness_abs_error,flow_boundness_error,flow_boundness_target,flow_boundness_value,joint_limit_error,joint_preservation_error,log_speed_range,max_dev_error,nearest_path_max_dist,nearest_path_mse,out_of_range_error,path_length_error,path_length_ratio,pointwise_cart_mse,ref_path_length,shape_arcness_abs_error,shape_arcness_error,shape_arcness_target,shape_arcness_value,smoothness_error,space_indirectness_abs_error,space_indirectness_error,space_indirectness_target,space_indirectness_value,spatial_coeff_error,spatial_path_length,spatial_path_length_error,spatial_path_length_ratio,time_abs_error,time_error,time_roughness,time_target,time_value,time_warp_deviation,timing_coeff_error,total_loss,valid_candidate,var_path_length,weight_abs_error,weight_error,weight_target,weight_value,weighted_detour,weighted_direction,weighted_endpoint,weighted_feature_loss,weighted_feature_rmse,weighted_joint_limits,weighted_joint_preservation,weighted_max_deviation,weighted_nearest_path,weighted_out_of_range,weighted_path_length,weighted_smoothness,weighted_spatial_coefficients,weighted_time_roughness,weighted_time_warp,weighted_timing_coefficients,weighted_total_loss
0.01048030100088169,0.0,0.015562393247007044,25,1.193905390070621,1.1939053912645263,0.9034260297816469,0.9034260297816469,0.05780858741239373,0.9612346171940406,0.0,0.008460699871605155,3.4855326233263533,0.00018475310164421535,0.09359239131441614,0.0019455384946477018,0.48566785396239515,0.2523789740094492,1.5023733412607094,0.014947646813810594,0.71607191035249,0.34230773999506164,-0.34230773999506164,0.4507979532148573,0.10849021321979567,0.6308487306857347,0.09438917627536325,0.09438917627536325,0.797417910224603,0.8918070864999662,0.19721059456257112,1.0778194204677423,0.2552100598638891,1.5051831943601144,2.2364978375697877,2.2364978375697877,6.116573168254988e-05,0.29184226702221977,2.5283401045920075,5.310592078170161e-05,0.22613529352753772,2.9390977537998477,True,1.075807363562943,1.0875961301203103,1.0875961301203103,0.2165679612969171,1.3041640914172274,0.04192120400352676,0.0,0.003112478649401409,1.193905390070621,1.193905390070621,0.0,0.004230349935802577,0.0011085186098652921,0.023346461935772424,0.12141696349059879,1.5142738440566952,0.03154243653428673,0.001972105945625711,6.116573168254988e-06,5.310592078170161e-07,0.0022613529352753774,2.9390977537998477
0.0,0.0,0.02199536000084871,50,0.35022537419388083,0.35022537454410624,0.13841762426065843,0.13841762426065843,0.05780858741239373,0.19622621167305215,0.0,0.014389143954748862,3.708057719302485,0.0,0.039204895264492036,0.00025766036151660056,0.0,0.15472045274780025,0.6066547918840243,0.0031515840848975497,0.71607191035249,0.10938231007064064,0.10938231007064064,0.4507979532148573,0.560180263285498,0.14928442515103738,0.6594723508001821,-0.6594723508001821,0.797417910224603,0.1379455594244209,0.26312865764788074,0.4347360639960208,0.15436075198197333,0.6071122908743857,0.37368941603930467,0.37368941603930467,3.229293809754085e-05,0.29184226702221977,0.6655316830615244,2.5869800460095006e-05,0.5185569111424521,1.3085182239336952,True,0.4344084618154334,0.08727872180965943,0.08727872180965943,0.2165679612969171,0.30384668310657653,0.0,0.0,0.004399072000169742,0.35022537419388083,0.35022537419388083,0.0,0.007194571977374431,0.0,0.0030919243381992067,0.0,0.9283227164868015,0.007464221257551869,0.0026312865764788074,3.2292938097540855e-06,2.5869800460095004e-07,0.005185569111424521,1.3085182239336952
0.0,0.0,0.0223814043769918,75,0.47308454168135555,0.47308454215444007,0.4079517240296171,0.4079517240296171,0.05780858741239373,0.46576031144201085,0.0,0.014410298889702388,3.0224369226735277,0.0,0.04896785598205621,0.0005254037457997579,0.0013189832800558723,0.051775184651571986,1.2275416108134334,0.010821551917038258,0.71607191035249,0.2893734119058622,-0.2893734119058622,0.4507979532148573,0.16142454130899517,0.2142583806614833,0.03569548382815724,-0.03569548382815724,0.797417910224603,0.7617224263964457,0.24805557848194196,0.8799222183553346,0.05235777511709814,1.2288182141288104,0.7893668236036415,0.7893668236036415,2.011623140381417e-05,0.29184226702221977,1.0812090906258613,2.0067395326226113e-05,0.1953402314643277,0.8172007601102785,True,0.8790080785677641,0.4944787050003019,0.4944787050003019,0.2165679612969171,0.711046666297219,0.0,0.0,0.00447628087539836,0.47308454168135555,0.47308454168135555,0.0,0.007205149444851194,0.0,0.006304844949597095,0.00032974582001396807,0.3106511079094319,0.010712919033074166,0.0024805557848194197,2.011623140381417e-06,2.0067395326226115e-07,0.001953402314643277,0.8172007601102785
0.0,0.0,0.026954041637994103,100,1.8508905932094941,1.8508905950603847,1.140261927028232,1.140261927028232,0.05780858741239373,1.1980705144406256,0.0,0.014436529018939246,4.344101292140316,0.0,0.07781593674990127,0.00022176565160299272,1.8786812032115947,0.02922720766571228,0.8290403332194629,0.006516853526846405,0.71607191035249,0.0995308015005601,0.0995308015005601,0.4507979532148573,0.5503287547154174,1.0211291146169958,0.2936139437492482,-0.2936139437492482,0.797417910224603,0.5038039664753547,0.36125417676256216,0.595620126923391,0.02829523163599936,0.8317881346753465,3.694656731954626,3.694656731954626,0.00026990402412660795,0.29184226702221977,3.986498998976846,9.804573069605871e-05,0.3816110736650468,2.569707479757817,True,0.593652503458129,1.442975681290513,1.442975681290513,0.2165679612969171,1.6595436425874301,0.0,0.0,0.005390808327598821,1.8508905932094941,1.8508905932094941,0.0,0.007218264509469623,0.0,0.0026611878192359124,0.4696703008028987,0.17536324599427366,0.0510564557308498,0.003612541767625622,2.6990402412660795e-05,9.804573069605871e-07,0.0038161107366504682,2.569707479757817
0.009450350033351982,0.0,0.004443641951601906,125,1.0648572215876861,1.0648572226525432,0.5758225859918815,0.5758225859918815,0.05780858741239373,0.6336311734042752,0.0,0.013267631747416696,2.0592669388600258,0.0,0.06794385380360442,0.0006257496790525944,0.3110999227535179,0.24722067870274397,1.49721291083674,0.00828468342302625,0.71607191035249,0.3862059452800191,-0.3862059452800191,0.4507979532148573,0.0645920079348382,0.2903898521986531,0.11913429187447022,-0.11913429187447022,0.797417910224603,0.6782836183501327,0.22892646203724124,1.0736789248602614,0.24940131892521122,1.4994009600763811,1.7905001284529662,1.7905001284529662,7.69949331030027e-06,0.29184226702221977,2.082342395475186,2.3952600505907963e-05,0.16145613661470257,2.697213543110385,True,1.0721121242394058,1.4031372530789388,1.4031372530789388,0.2165679612969171,1.619705214375856,0.03780140013340793,0.0,0.0008887283903203811,1.0648572215876861,1.0648572215876861,0.0,0.006633815873708348,0.0,0.007508996148631133,0.07777498068837947,1.4833240722164638,0.014519492609932655,0.0022892646203724124,7.69949331030027e-07,2.3952600505907964e-07,0.0016145613661470257,2.697213543110385
0.0,0.0,0.0105286923990141,150,1.5433587689882906,1.5433587705316492,0.9418748393265584,0.9418748393265584,0.05780858741239373,0.999683426738952,0.0,0.014690878919769126,3.817643049070863,0.0,0.05032598281068023,0.00011501782777329875,1.1437637963016638,0.021977971086057407,1.1482496916895863,0.007069091172458013,0.71607191035249,0.24250620340710613,-0.24250620340710613,0.4507979532148573,0.2082917498077512,0.8264042343811003,0.11750139729679998,0.11750139729679998,0.797417910224603,0.9149193075214029,0.3277056999165461,0.8249701875235849,0.023127497919669348,1.1520772761449565,3.043183508475626,3.043183508475626,0.00018077880474883968,0.29184226702221977,3.335025775497846,5.3218229673709844e-05,0.3940909276529837,2.0205557245105403,True,0.8222293617723166,1.2996428573314824,1.2996428573314824,0.2165679612969171,1.5162108186283996,0.0,0.0,0.00210573847980282,1.5433587689882906,1.5433587689882906,0.0,0.007345439459884563,0.0,0.001380213933279585,0.28594094907541595,0.13186782651634443,0.04132021171905502,0.003277056999165461,1.8077880474883967e-05,5.321822967370985e-07,0.0039409092765298375,2.0205557245105403
0.0,0.0,0.02313086727332222,175,0.18468233024510097,0.18468233042978327,0.13484758076915526,0.13484758076915526,0.05780858741239373,0.192656168181549,0.0,0.005537995457646757,1.9568824473481405,0.0,0.029831724435515506,6.183391545844682e-05,0.0,0.04191178699546438,0.79527631549949,0.004806929967586147,0.71607191035249,0.07298815822826615,0.07298815822826615,0.4507979532148573,0.5237861114431235,0.14963587724450644,0.18090051753609127,-0.18090051753609127,0.797417910224603,0.6165173926885117,0.23960587470065797,0.569765346766631,0.041745954099815345,0.7956817333182974,0.33643280184395946,0.33643280184395946,1.02548096773892e-06,0.29184226702221977,0.6282750688661792,1.3357562951206172e-05,0.25810135202023615,0.456749332640037,True,0.5694750384505725,0.033386332272764774,0.033386332272764774,0.2165679612969171,0.24995429356968188,0.0,0.0,0.004626173454664444,0.18468233024510097,0.18468233024510097,0.0,0.0027689977288233784,0.0,0.0007420069855013619,0.0,0.25147072197278625,0.007481793862225323,0.00239605874700658,1.0254809677389201e-07,1.3357562951206173e-07,0.0025810135202023617,0.456749332640037
0.0,0.0,0.02694122406774735,200,0.8127200233511236,0.8127200241638437,0.4283893820029294,0.4283893820029294,0.05780858741239373,0.4861979694153232,0.0,0.02066702301987856,3.77759186812841,0.0,0.04042757795255666,0.00043802043626827765,0.15079328743860154,0.09653912627023996,0.6892925390817917,0.00547142749335844,0.71607191035249,0.027463660327719797,-0.027463660327719797,0.4507979532148573,0.42333429288713753,0.36873124160810394,0.7273472695401826,-0.7273472695401826,0.797417910224603,0.07007064068442041,0.3374698533855075,0.4941275681817485,0.0960671503173166,0.6900529878877414,1.576470140578298,1.576470140578298,5.7752820849527346e-05,0.29184226702221977,1.8683124076005178,3.322012138092408e-05,0.271305053747273,1.4751615230259536,True,0.49358303214494237,0.32249855579587905,0.32249855579587905,0.2165679612969171,0.5390665170927962,0.0,0.0,0.00538824481354947,0.8127200233511236,0.8127200233511236,0.0,0.01033351150993928,0.0,0.0052562452352193315,0.037698321859650386,0.5792347576214397,0.018436562080405196,0.003374698533855075,5.775282084952735e-06,3.322012138092408e-07,0.00271305053747273,1.4751615230259536
0.0,0.0,0.03786752822748606,225,0.22482372386944044,0.22482372409426415,0.09492273227492498,0.09492273227492498,0.05780858741239373,0.1527313196873187,0.0,0.008417169626762252,1.2225358993534614,0.0,0.03760259847260343,0.00034911353692298493,0.0,0.000335685963128304,0.9816782652805935,0.0024303431593897112,0.71607191035249,0.09035521634141852,-0.09035521634141852,0.4507979532148573,0.3604427368734388,0.11392057442478264,0.4531199143086707,-0.4531199143086707,0.797417910224603,0.34429799591593224,0.2964077608616751,0.7033672112926579,0.0003147865446184028,0.9822577750939065,0.17388638513722687,0.17388638513722687,3.095387728917727e-06,0.29184226702221977,0.46572865215944664,4.307497937915112e-06,0.028269661041048628,0.25175244810418307,True,0.7029522405877757,0.00011258880204595423,0.00011258880204595423,0.2165679612969171,0.21668055009896306,0.0,0.0,0.0075735056454972124,0.22482372386944044,0.22482372386944044,0.0,0.004208584813381126,0.0,0.004189362443075819,0.0,0.002014115778769824,0.005696028721239132,0.002964077608616751,3.0953877289177275e-07,4.307497937915112e-08,0.0002826966104104863,0.25175244810418307
0.0,0.0,0.02069194326962766,250,0.4034735241124456,0.4034735245159191,0.056458576020767835,0.056458576020767835,0.05780858741239373,0.11426716343316157,0.0,0.01241479897064957,1.3842416655784147,0.0,0.044065425324490766,0.0004492676547977948,0.0013813931807743444,0.016331739952440878,0.872204303857912,0.006885669903830811,0.71607191035249,0.14864997183033046,-0.14864997183033046,0.4507979532148573,0.30214798138452686,0.09923805517590323,0.8805260680905533,-0.8805260680905533,0.797417910224603,-0.08310815786595033,0.288586542609098,0.6248599094497507,0.01622522668962283,0.8726217181399324,0.02371508391688809,0.02371508391688809,2.694202359355727e-06,0.29184226702221977,0.31555735093910786,5.4301574058001e-06,0.0475241132927907,0.5258696451587321,True,0.6245610108032418,0.1130551998045388,-0.1130551998045388,0.2165679612969171,0.1035127614923783,0.0,0.0,0.0041383886539255324,0.4034735241124456,0.4034735241124456,0.0,0.006207399485324785,0.0,0.005391211857573538,0.0003453482951935861,0.09799043971464527,0.004961902758795162,0.00288586542609098,2.694202359355727e-07,5.4301574058001e-08,0.000475241132927907,0.5258696451587321
